PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
196,10/16/2021,53:06.9,4,2,"Zalasky, Jack",1000113322,Right,SAC_STA,"Martorella, Nathan",1000039352,Right,GOL_PRA,Undefined,6,Top,1,0,1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.94191,0.332116,-2.142282,1585.994792,271.381319,3:00,6.02643,0.28979,5.98591,-42.53246,0.94402,16.27568,2.7901,-0.34035,73.51155,-7.5125,0.786419,0.474568,,,,,,,,,,,,-8.94067,0.81606,-0.12957,50,6.02925,3.73573,-116.16269,-0.66958,-12.22744,21.57502,-31.05799,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,725059b0-2ecb-11ec-8902-b5e97332f6b2,79.4247,,,6.43036,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,53:06.9,2021-10-16T14:53:06.8805800-07:00,2021-10-16T21:53:06.8805800Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,56380c93-9613-4a7e-b914-7051f1712187,54.51368,-116.99802,10.78751,6.0319,0.5329,-15.529,-0.28337,4.20914,-6.11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
197,10/16/2021,53:28.7,4,3,"Zalasky, Jack",1000113322,Right,SAC_STA,"Martorella, Nathan",1000039352,Right,GOL_PRA,Undefined,6,Top,1,0,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,79.24691,-0.949551,-1.43577,1659.076152,267.880413,3:00,6.10753,0.03701,6.1327,-41.88093,1.88862,16.56812,1.73946,0.09038,73.45887,-8.662868,1.557869,0.476165,,,,,,,,,,,,-9.07126,1.53256,0.06365,50,6.01286,2.31827,-115.28597,-3.1656,-12.26823,20.44955,-30.10139,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,7f56da80-2ecb-11ec-8902-b5e97332f6b2,79.15838,,,5.78805,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,53:28.7,2021-10-16T14:53:28.7210152-07:00,2021-10-16T21:53:28.7210152Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,cceed115-f22e-4494-89ea-092804480f54,54.36911,-116.05839,10.22478,6.11096,-2.02863,-15.0507,-0.03267,2.78166,-6.13412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
198,10/16/2021,54:10.7,5,1,"Zalasky, Jack",1000113322,Right,SAC_STA,"Lomavita, Caleb",,Right,GOL_PRA,Undefined,6,Top,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.64485,0.420956,-0.987579,,252.653816,2:30,6.19441,0.25145,6.14172,-37.52734,5.64583,14.1717,3.4562,0.51971,73.71844,-6.53322,1.569982,0.47291,,,,,,,,,,,,-7.6737,3.14004,-0.18382,50,6.20673,1.50501,-115.90635,-0.26043,-10.52641,19.96553,-27.86672,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,9859bf20-2ecb-11ec-8902-b5e97332f6b2,79.7032,,,5.92641,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,54:10.7,2021-10-16T14:54:10.6770088-07:00,2021-10-16T21:54:10.6770088Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,cb0f7834-626e-492c-ae2f-b82c34d433ab,54.35942,-116.65487,9.98277,6.19691,0.78431,-13.93336,-0.24764,1.89966,-5.26321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
199,10/16/2021,54:30.1,5,2,"Zalasky, Jack",1000113322,Right,SAC_STA,"Lomavita, Caleb",,Right,GOL_PRA,Undefined,6,Top,2,1,0,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,79.36455,-1.498975,-1.920583,1686.916663,268.433896,3:00,5.99401,0.20658,6.15585,-42.04664,1.81591,16.86359,1.10419,-0.16314,73.27005,-9.246602,1.128609,0.47667,,,,,,,,,,,,-9.36792,1.69839,-0.06961,50,5.85826,3.28104,-115.34987,-4.27893,-12.6154,21.55574,-29.88688,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,a3e47560-2ecb-11ec-8902-b5e97332f6b2,79.07442,,,6.0945,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,54:30.1,2021-10-16T14:54:30.0827974-07:00,2021-10-16T21:54:30.0827974Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,4d583e80-0629-4516-b781-b8c1d6a5adb6,54.34524,-116.15904,10.77787,5.99783,-3.15702,-14.94344,-0.20166,3.7546,-6.3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
200,10/16/2021,54:52.9,5,3,"Zalasky, Jack",1000113322,Right,SAC_STA,"Lomavita, Caleb",,Right,GOL_PRA,Undefined,6,Top,2,1,1,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Double,0,1,,80.01183,-0.47839,-1.954214,1731.07521,253.753436,2:30,6.081,0.25222,6.23904,-37.1714,6.00181,15.80643,2.54185,-0.23386,73.26554,-7.399892,0.903928,0.47291,114.09764,17.765127,-26.400723,1690.656016,96.53509,30.81344,-52.73459,323.44102,,-34.026387,3.095478,-8.83646,3.63898,-0.1145,50,6.02691,3.40857,-116.26662,-2.05721,-12.0406,22.72444,-27.21558,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,b1dca930-2ecb-11ec-8902-b5e97332f6b2,79.70319,37.97532,,6.74629,,,,3.10606,2.72138,0.3663,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,54:52.9,2021-10-16T14:54:52.8968006-07:00,2021-10-16T21:54:52.8968006Z,LineDrive,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,0960fb4a-ab29-4c3c-a92a-5db794b7cb59,54.26048,-117.09638,11.36222,6.08388,-1.06347,-13.60779,-0.24698,3.84822,-6.0203,119.406318,3.10615,142.73903,-35.51745,10.19693,-2.56947,0.53638,-0.08686,0.00888,-0.00039,2.72133,51.06124,-19.98837,0.94503,0.1942,-0.10607,0.02366,-0.00235,7.00E-05,0.36632,-70.86161,1.98639,2.33169,-1.20222,0.38672,-0.08584,0.01177,-0.00074,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
201,10/16/2021,55:38.7,6,1,"Zalasky, Jack",1000113322,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,6,Top,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.31735,-0.93769,-1.206411,1522.484575,268.639283,3:00,5.90109,0.51359,6.20746,-42.1192,1.79398,17.12489,1.52544,0.82703,72.9689,-8.72454,1.892654,0.476946,,,,,,,,,,,,-9.20827,1.64114,-0.43124,50,5.8099,1.81046,-115.29667,-3.15485,-12.35686,22.05503,-29.97175,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,ccd1c0e0-2ecb-11ec-8902-b5e97332f6b2,79.02882,,,6.34844,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,55:38.7,2021-10-16T14:55:38.7127622-07:00,2021-10-16T21:55:38.7127622Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,7657ecc9-38ca-4ca3-98f0-3922760ddc31,54.29172,-116.11473,11.02752,5.9063,-2.04314,-14.98587,-0.50689,2.2688,-6.17843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
202,10/16/2021,56:03.1,6,2,"Zalasky, Jack",1000113322,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,6,Top,2,1,0,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,80.4687,-0.480135,-1.221768,1686.291668,252.255908,2:30,6.03029,0.13458,6.06188,-36.69057,6.46248,15.65391,2.52827,0.30815,73.35785,-7.304009,1.600219,0.4728,81.04271,-26.803133,48.809987,,,,,6.97146,,30.689633,0.049075,-8.48626,3.88492,-0.04827,50,5.97345,1.91612,-116.87533,-2.08906,-11.62911,23.93869,-26.85038,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,db58ee40-2ecb-11ec-8902-b5e97332f6b2,79.72181,2.44159,,7.11085,,,,2.56629,2.63034,-0.35989,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,56:03.1,2021-10-16T14:56:03.1200070-07:00,2021-10-16T21:56:03.1200070Z,GroundBall,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,c33918e7-f94e-4a8b-9e89-edc965170e2b,54.43663,-117.78054,11.96935,6.03325,-1.07374,-13.42519,-0.12904,2.35586,-5.81456,,2.56629,69.86777,,,,,,,,2.63034,-53.59821,,,,,,,,-0.35989,79.83739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
203,10/16/2021,58:25.6,1,1,"Villers, Ian",677351,Right,GOL_PRA,"Rolling, Josh",1000113332,Right,SAC_STA,Undefined,6,Bottom,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,71.22848,3.234069,1.810008,2337.244714,294.217439,3:45,5.22515,-4.01767,5.22994,-60.62314,-4.49307,13.46142,3.21807,-1.19387,65.99814,-7.736488,4.192382,0.539224,,,,,,,,,,,,-6.23229,-2.52162,3.84066,50,5.47805,-3.76073,-103.33993,3.89888,-6.79693,15.84487,-34.92413,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,304902a0-2ecc-11ec-8902-b5e97332f6b2,69.90127,,,5.23034,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,58:25.6,2021-10-16T14:58:25.6354630-07:00,2021-10-16T21:58:25.6354630Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,97d6f486-0cce-40f0-9516-c6f822630531,55.27123,-104.14502,7.92243,5.23486,5.6734,-17.46207,4.02297,-3.41537,-3.39846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
204,10/16/2021,58:38.1,1,2,"Villers, Ian",677351,Right,GOL_PRA,"Rolling, Josh",1000113332,Right,SAC_STA,Undefined,6,Bottom,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.39336,0.846913,4.320148,2422.036836,122.183748,10:00,5.51769,-3.84812,5.3871,-28.66281,10.76855,-14.99961,3.92524,-1.04123,77.42569,-4.464621,1.664106,0.451952,,,,,,,,,,,,8.69902,5.56095,3.472,50,5.57376,-8.66399,-123.53286,0.83755,13.38257,25.63017,-23.61908,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,37b975b0-2ecc-11ec-8902-b5e97332f6b2,83.39919,,,7.96767,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,58:38.1,2021-10-16T14:58:38.0826438-07:00,2021-10-16T21:58:38.0826438Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,ed929ad3-53e6-4a1b-a71b-d51bdb1acded,55.10808,-124.58816,12.81509,5.51925,1.81005,-11.80954,3.84008,-9.215,6.69129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
205,10/16/2021,58:52.9,1,3,"Villers, Ian",677351,Right,GOL_PRA,"Rolling, Josh",1000113332,Right,SAC_STA,Undefined,6,Bottom,0,2,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.55814,0.626116,5.083134,2220.882719,109.476329,9:45,5.26774,-3.66859,5.78613,-32.04762,7.47241,-17.48367,3.18191,-0.38422,77.02576,-5.313863,1.967924,0.45246,,,,,,,,,,,,10.26308,4.03898,3.25906,50,5.30043,-10.15635,-122.35878,0.27755,15.54497,24.34873,-26.05642,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,4088dc80-2ecc-11ec-8902-b5e97332f6b2,83.30562,,,7.53239,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,58:52.9,2021-10-16T14:58:52.8577350-07:00,2021-10-16T21:58:52.8577350Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,67d767c6-88c0-4eed-b3d7-ca1cb4f05754,54.7112,-123.29271,12.17436,5.27061,1.27699,-13.02821,3.66006,-10.75261,7.77249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
206,10/16/2021,59:11.2,1,4,"Villers, Ian",677351,Right,GOL_PRA,"Rolling, Josh",1000113332,Right,SAC_STA,Undefined,6,Bottom,0,2,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.8142,-1.213329,5.570329,2399.653024,106.627586,9:30,5.40487,-3.50218,5.58475,-32.37313,6.47725,-17.28946,1.56853,0.2752,78.16766,-7.17265,2.502354,0.44861,,,,,,,,,,,,10.36379,4.01851,3.03385,50,5.27912,-11.36202,-124.00189,-3.76644,16.0687,25.77184,-25.94349,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,4b718660-2ecc-11ec-8902-b5e97332f6b2,84.02049,,,7.64654,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,59:11.2,2021-10-16T14:59:11.1917894-07:00,2021-10-16T21:59:11.1917894Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,6effcebd-56b7-498f-9ef6-776c02428a17,54.91346,-125.01891,12.88592,5.40755,-2.74266,-12.97174,3.49472,-11.99613,8.03435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
207,10/16/2021,59:25.9,1,5,"Villers, Ian",677351,Right,GOL_PRA,"Rolling, Josh",1000113332,Right,SAC_STA,Undefined,6,Bottom,0,3,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.92139,-0.304811,6.125326,2370.177501,103.365051,9:30,5.24307,-3.75121,6.13282,-34.03588,5.06933,-15.54564,2.12341,0.63639,76.91474,-6.637654,3.344499,0.450079,,,,,,,,,,,,9.84941,3.14158,3.28952,50,5.20236,-12.5403,-122.64578,-1.74197,14.85692,26.4493,-27.43526,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,54352d60-2ecc-11ec-8902-b5e97332f6b2,83.74626,,,8.00665,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,59:25.9,2021-10-16T14:59:25.8823494-07:00,2021-10-16T21:59:25.8823494Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,380d5728-392b-4dd9-84e3-1601cdf542d6,54.36392,-123.5833,13.22465,5.24687,-0.7695,-13.71763,3.74336,-13.06692,7.42846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
208,10/16/2021,59:42.8,1,6,"Villers, Ian",677351,Right,GOL_PRA,"Rolling, Josh",1000113332,Right,SAC_STA,Undefined,6,Bottom,0,3,2,Slider,Curveball,InPlay,Undefined,LineDrive,Out,1,0,,72.5933,1.07756,2.79574,2452.226902,278.527956,3:15,5.07473,-3.96773,5.42065,-54.93062,-1.11858,17.70501,1.50784,0.12851,67.40439,-8.875717,5.938719,0.527972,93.69136,17.070448,3.344168,2062.358401,109.53937,26.9182,10.04841,289.59805,,9.190782,3.111048,-8.24115,-0.4502,3.70646,50,5.13184,-5.77083,-105.38391,0.27795,-9.29784,17.36537,-32.68199,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,5e43f200-2ecc-11ec-8902-b5e97332f6b2,71.39093,30.78412,,5.18891,,,,1.29871,1.49596,-0.17874,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,59:42.8,2021-10-16T14:59:42.7963206-07:00,2021-10-16T21:59:42.7963206Z,LineDrive,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,b637ebb9-1286-4740-801a-ca8bd4039f42,55.08094,-106.21786,8.68268,5.08081,1.84746,-16.34099,3.97288,-5.32431,-4.64892,215.043188,1.29883,131.13154,-21.12622,4.41222,-0.87264,0.16317,-0.02927,0.00403,-0.00027,1.49547,40.35574,-15.1821,1.29971,-0.38517,0.05448,0.01386,-0.00612,0.00064,-0.17889,7.66849,4.00618,-0.82607,0.13859,-0.03248,0.01172,-0.00269,0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
209,10/16/2021,00:17.7,2,1,"Villers, Ian",677351,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,6,Bottom,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.30918,-1.75636,6.160579,2496.020726,118.030413,10:00,5.52574,-3.52969,5.29537,-27.06253,10.90477,-18.07745,1.61143,0.77028,79.53971,-6.739749,2.976783,0.443482,,,,,,,,,,,,10.78674,6.33185,2.98105,50,5.34556,-12.7913,-125.95989,-4.85267,17.30191,25.96957,-22.01773,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,73193280-2ecc-11ec-8902-b5e97332f6b2,84.99198,,,7.76947,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,00:17.7,2021-10-16T15:00:17.7483078-07:00,2021-10-16T22:00:17.7483078Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,171f6ce9-450a-4a33-9943-ff3fbc1b1b5b,55.20266,-127.02801,12.98478,5.52653,-3.94709,-11.00887,3.52178,-13.50292,8.65096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
210,10/16/2021,00:28.9,2,2,"Villers, Ian",677351,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,6,Bottom,1,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,86.51112,-0.273018,5.196432,2360.119332,118.585122,10:00,5.22309,-3.73668,5.53269,-28.54285,9.91056,-15.69324,2.58826,-0.17381,78.203,-5.571535,2.414361,0.446312,48.15644,-52.325064,29.243617,,,,,3.2925,,16.766674,0.042813,9.52721,5.475,3.29527,50,5.18052,-10.69415,-125.01414,-1.57703,14.92848,27.5251,-23.59513,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,79d103f0-2ecc-11ec-8902-b5e97332f6b2,84.45305,1.73293,,8.30812,,,,1.53995,2.39335,0.04696,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,00:28.9,2021-10-16T15:00:28.9364806-07:00,2021-10-16T22:00:28.9364806Z,GroundBall,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,30867232-8a53-45fa-bc06-0c265791cc0e,54.96443,-126.10245,13.76255,5.22443,-0.64411,-11.79756,3.72977,-11.28441,7.46424,,1.53995,37.66564,,,,,,,,2.39335,-55.90248,,,,,,,,0.04696,21.08826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
211,10/16/2021,01:02.9,3,1,"Villers, Ian",677351,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,6,Bottom,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.80059,-0.012153,4.388803,2504.055969,277.558701,3:15,5.0141,-3.56706,5.13219,-52.1957,-0.64173,16.20064,0.65299,1.92414,69.41586,-9.385509,7.240236,0.516776,,,,,,,,,,,,-6.85981,0.17083,3.14174,50,4.97267,-8.93478,-108.31432,-1.77378,-8.15728,18.74645,-31.97089,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,8e0d11b0-2ecc-11ec-8902-b5e97332f6b2,72.93767,,,5.38473,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,01:02.9,2021-10-16T15:01:02.8915526-07:00,2021-10-16T22:01:02.8915526Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,0d6e46cc-ddef-4f82-b6ea-71d0803ad76e,55.36754,-109.23936,9.37323,5.02127,-0.19619,-15.98545,3.57269,-8.53226,-4.07864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
212,10/16/2021,01:14.4,3,2,"Villers, Ian",677351,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,6,Bottom,2,1,0,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,70.32645,3.215565,2.032266,2406.422036,289.02836,3:45,5.07814,-3.83949,4.90095,-63.61877,-4.78118,19.02895,2.82285,-0.3309,64.73163,-8.242751,5.377399,0.552076,57.51547,14.720303,-157.227312,2856.992197,,,,92.14539,,-155.760999,1.216204,-8.87134,-2.80327,3.62358,50,5.33935,-4.31705,-101.89306,3.65559,-9.31339,16.96175,-35.11699,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,94e08170-2ecc-11ec-8902-b5e97332f6b2,68.27399,8.5186,,5.59482,,,,0.98427,2.88459,0.25807,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,01:14.4,2021-10-16T15:01:14.3861574-07:00,2021-10-16T22:01:14.3861574Z,GroundBall,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,121673db-261a-440b-ae38-ef68d48c3536,55.60084,-102.82118,8.48088,5.08675,5.57714,-17.55849,3.84586,-3.80744,-4.65669,329.468201,0.98427,-75.22725,4.94478,-0.59348,0.11521,-0.00844,0.00407,-0.00099,4.00E-05,2.88459,21.43489,-21.16806,1.65003,-0.34462,0.06405,-0.01228,0.0037,-0.00054,0.25807,-31.58043,-0.08887,0.32121,-0.08197,0.02509,-0.00634,0.0023,-0.0004,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
213,10/16/2021,01:31.9,3,3,"Villers, Ian",677351,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,6,Bottom,2,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.45296,-1.387019,6.093534,2493.835067,108.506449,9:30,5.41431,-3.48539,5.47582,-30.75765,7.45544,-18.65403,1.54567,0.68359,79.26813,-7.028047,2.795175,0.444916,,,,,,,,,,,,11.01945,4.49433,2.96153,50,5.27091,-12.53066,-124.88729,-4.13464,17.47611,24.16825,-25.04631,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,9f555ae0-2ecc-11ec-8902-b5e97332f6b2,84.71819,,,7.18483,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,01:31.9,2021-10-16T15:01:31.9296326-07:00,2021-10-16T22:01:31.9296326Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,4b777230-6616-4328-888c-38c17ee40acb,55.0234,-125.85566,12.08413,5.41647,-3.13108,-12.52316,3.47764,-13.23089,8.73805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
